Src Port,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
59971.0,54321.0,17.0,9250.0,10.0,0.0,1570.0,0.0,157.0,157.0,157.0,0.0,0.0,0.0,0.0,0.0,169729.73,1081.081,1027.7778,90.63081,1238.0001,901.0,9250.0,1027.7778,90.63081,1238.0001,901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1081.081,0.0,157.0,157.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.7,157.0,0.0,0.0,0.0,0.0,1570.0,10.0,169729.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GTP_ENCAPSULATION
12367.0,54321.0,17.0,4720.0,5.0,0.0,750.0,0.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,158898.31,1059.322,1180.0,374.51123,1732.0,897.99994,4720.0,1180.0,374.51123,1732.0,897.99994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1059.322,0.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,150.0,0.0,0.0,0.0,0.0,750.0,5.0,158898.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GTP_ENCAPSULATION
49066.0,54321.0,17.0,4155.0,5.0,0.0,429.99997,0.0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,103489.766,1203.3694,1038.75,94.0226,1134.0,909.0,4155.0,1038.75,94.0226,1134.0,909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1203.3694,0.0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.2,86.0,0.0,0.0,0.0,0.0,429.99997,5.0,103489.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GTP_ENCAPSULATION
56794.0,54321.0,17.0,2876.0,4.0,0.0,468.00003,0.0,116.99999,116.99999,116.99999,0.0,0.0,0.0,0.0,0.0,162726.0,1390.8206,958.6667,70.08804,1039.0,909.99994,2876.0,958.6667,70.08804,1039.0,909.99994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1390.8206,0.0,116.99999,116.99999,116.99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.25,116.99999,0.0,0.0,0.0,0.0,468.0,4.0,162726.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GTP_ENCAPSULATION
22918.998,54321.0,17.0,4871.0,5.0,0.0,560.0,0.0,112.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,114966.125,1026.4832,1217.75,289.974,1652.0,1051.0,4871.0,1217.75,289.974,1652.0,1051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1026.4832,0.0,112.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.4,112.0,0.0,0.0,0.0,0.0,560.0,5.0,114966.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GTP_ENCAPSULATION
15000.0,54321.0,17.0,7054.9995,8.0,0.0,736.0,0.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,104323.18,1133.9475,1007.8571,194.9867,1424.0,845.0,7054.9995,1007.8571,194.9867,1424.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,1133.9475,0.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,92.0,0.0,0.0,0.0,0.0,736.0,8.0,104323.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GTP_ENCAPSULATION
59158.0,54321.0,17.0,918.00006,2.0,0.0,328.0,0.0,164.0,164.0,164.0,0.0,0.0,0.0,0.0,0.0,357298.47,2178.6492,918.0,0.0,918.0,917.99994,918.00006,918.0,0.0,918.0,917.99994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2178.6492,0.0,164.0,164.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.00002,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GTP_ENCAPSULATION
6086.0,54321.0,17.0,7820.9995,9.0,0.0,1476.0,0.0,164.0,164.0,164.0,0.0,0.0,0.0,0.0,0.0,188722.67,1150.7479,977.625,152.49538,1233.0,738.0,7820.9995,977.625,152.49538,1233.0,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,1150.7479,0.0,164.0,164.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.22223,164.0,0.0,0.0,0.0,0.0,1476.0,9.0,188722.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GTP_ENCAPSULATION
43747.996,54321.0,17.0,2351.0,3.0,0.0,324.0,0.0,108.00001,108.00001,108.00001,0.0,0.0,0.0,0.0,0.0,137813.69,1276.0527,1175.5,497.09607,1527.0,824.0,2351.0,1175.5,497.09607,1527.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1276.0527,0.0,108.00001,108.00001,108.00001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,108.00001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GTP_ENCAPSULATION
48257.996,54321.0,17.0,1287.0,2.0,0.0,188.0,0.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,146076.14,1554.0015,1287.0,0.0,1287.0,1287.0,1287.0,1287.0,0.0,1287.0,1287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1554.0015,0.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GTP_ENCAPSULATION
17919.998,54321.0,17.0,8430.0,9.0,0.0,890.99994,0.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,105693.95,1067.6156,1053.75,64.482,1168.0,989.0,8430.0,1053.75,64.482,1168.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,1067.6156,0.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.00001,99.0,0.0,0.0,0.0,0.0,891.0,9.0,105693.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GTP_ENCAPSULATION
30104.998,54321.0,17.0,7884.9995,7.0,0.0,1000.99994,0.0,143.0,143.0,143.0,0.0,0.0,0.0,0.0,0.0,126949.9,887.76154,1314.1667,287.05988,1649.0,957.0,7884.9995,1314.1667,287.05988,1649.0,957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,887.76154,0.0,143.0,143.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.42856,143.0,0.0,0.0,0.0,0.0,1001.0,7.0,126949.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GTP_ENCAPSULATION
14064.0,54321.0,17.0,5686.0,5.0,0.0,805.0,0.0,161.0,161.0,161.0,0.0,0.0,0.0,0.0,0.0,141575.8,879.3527,1421.5,219.87952,1629.0001,1188.0,5686.0,1421.5,219.87952,1629.0001,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,879.3527,0.0,161.0,161.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.20001,161.0,0.0,0.0,0.0,0.0,805.0,5.0,141575.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GTP_ENCAPSULATION
